Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
"Merchant, Chaudhuri and Dubey Refineries",Bengaluru,Nickel Sulphate,4145,Contacted
Sawhney PLC Refineries,Kochi,Nickel Sulphate,1161,Leads Generated
Mitra Ltd Refineries,Bengaluru,Cobalt Sulphate,1052,Leads Generated
Vasa-Balay Refineries,Hosur,Nickel Sulphate,4879,Contacted
Saini-More Refineries,Visakhapatnam,Nickel Sulphate,3581,Leads Generated
"Shenoy, Mohan and Mallick Refineries",Coimbatore,Manganese Sulphate,2057,Leads Generated
Lala-Menon Refineries,Coimbatore,Manganese Sulphate,4324,Discussion Stage
Lalla PLC Refineries,Chennai,Manganese Sulphate,1964,Discussion Stage
"Chand, Rege and Chada Refineries",Hyderabad,Manganese Sulphate,1150,Sample Requested
"Kadakia, Varghese and Pal Refineries",Bengaluru,Nickel Sulphate,1684,Leads Generated
Batta-Mistry Refineries,Kochi,Nickel Sulphate,4305,Discussion Stage
"Pillay, Bali and Mittal Refineries",Chennai,Manganese Sulphate,581,Leads Generated
Oommen Inc Refineries,Chennai,Lithium Carbonate,1015,Leads Generated
Butala-Prashad Refineries,Bengaluru,Manganese Sulphate,949,Contacted
Tak-Badal Refineries,Bengaluru,Nickel Sulphate,4668,Leads Generated
"Aggarwal, Kibe and Goyal Refineries",Bengaluru,Manganese Sulphate,2725,Sample Requested
Keer PLC Refineries,Kochi,Nickel Sulphate,3857,LOI Received
Ray Ltd Refineries,Visakhapatnam,Lithium Carbonate,607,Discussion Stage
"Chokshi, Krishnan and Sant Refineries",Chennai,Cobalt Sulphate,3558,Leads Generated
Karan Group Refineries,Visakhapatnam,Cobalt Sulphate,3524,Leads Generated
Bandi-Prabhakar Refineries,Hosur,Lithium Carbonate,3107,Leads Generated
"Chowdhury, Guha and Vasa Refineries",Bengaluru,Lithium Carbonate,2669,Sample Requested
Brar LLC Refineries,Hyderabad,Cobalt Sulphate,2036,Sample Requested
"Majumdar, Mohan and Narasimhan Refineries",Hosur,Lithium Carbonate,3252,Sample Requested
Parmar-Srinivas Refineries,Hyderabad,Lithium Carbonate,4043,Contacted
"Rastogi, Sarma and Prabhakar Refineries",Hyderabad,Lithium Carbonate,4344,Leads Generated
Saraf-Tella Refineries,Coimbatore,Cobalt Sulphate,1586,Leads Generated
Swamy-Sekhon Refineries,Kochi,Lithium Carbonate,1458,Leads Generated
"Dayal, Loke and Bobal Refineries",Coimbatore,Cobalt Sulphate,2171,Leads Generated
"Kaur, Basak and Chadha Refineries",Chennai,Manganese Sulphate,4094,Leads Generated
More-Malhotra Refineries,Bengaluru,Manganese Sulphate,1136,Leads Generated
Trivedi-Gill Refineries,Chennai,Manganese Sulphate,2897,Contacted
Ratti Inc Refineries,Hosur,Lithium Carbonate,2350,LOI Received
"Brahmbhatt, Cheema and Minhas Refineries",Bengaluru,Lithium Carbonate,4757,Contacted
Shere-Nath Refineries,Coimbatore,Lithium Carbonate,1392,Contacted
"Buch, Prabhakar and Mittal Refineries",Kochi,Lithium Carbonate,2015,Contacted
"Raval, Bedi and Lad Refineries",Bengaluru,Cobalt Sulphate,3786,Leads Generated
"Sharma, Ranganathan and Kaur Refineries",Kochi,Manganese Sulphate,2734,Discussion Stage
Misra-Khanna Refineries,Visakhapatnam,Nickel Sulphate,4716,Discussion Stage
Dyal Ltd Refineries,Chennai,Lithium Carbonate,4085,Leads Generated
"Kuruvilla, Wable and Bhatia Refineries",Kochi,Lithium Carbonate,1566,Discussion Stage
"Gole, Mahajan and Chaudhary Refineries",Kochi,Lithium Carbonate,4904,Leads Generated
"Pandit, Saha and Gulati Refineries",Bengaluru,Lithium Carbonate,3122,Sample Requested
Sundaram Ltd Refineries,Bengaluru,Cobalt Sulphate,1768,Contacted
"Bora, Sundaram and Narasimhan Refineries",Coimbatore,Cobalt Sulphate,2596,LOI Received
"Uppal, Gade and Dua Refineries",Hosur,Cobalt Sulphate,2218,Leads Generated
"Yogi, Sami and Nayak Refineries",Chennai,Cobalt Sulphate,2789,Discussion Stage
Pai Inc Refineries,Chennai,Lithium Carbonate,4639,Sample Requested
"Samra, Grover and Warrior Refineries",Hyderabad,Cobalt Sulphate,4250,Contacted
Walla-Thakkar Refineries,Visakhapatnam,Manganese Sulphate,4169,Sample Requested
Dhar LLC Refineries,Kochi,Manganese Sulphate,2802,Leads Generated
Samra-Dave Refineries,Chennai,Lithium Carbonate,2647,Contacted
Tailor-Bawa Refineries,Visakhapatnam,Cobalt Sulphate,2544,Discussion Stage
Parmer-Choudhury Refineries,Hyderabad,Cobalt Sulphate,4760,Sample Requested
"Pal, Sehgal and Mohan Refineries",Kochi,Nickel Sulphate,2650,Sample Requested
Hegde-Hegde Refineries,Chennai,Manganese Sulphate,938,LOI Received
Vora-Khare Refineries,Visakhapatnam,Nickel Sulphate,1786,Discussion Stage
"Kohli, Ganesan and Pillai Refineries",Kochi,Manganese Sulphate,1823,Leads Generated
Patel LLC Refineries,Hosur,Cobalt Sulphate,4649,Leads Generated
Krishnan Group Refineries,Hyderabad,Manganese Sulphate,4998,Leads Generated
Ramanathan-Chhabra Refineries,Chennai,Cobalt Sulphate,3799,Leads Generated
"Setty, Bala and Varma Refineries",Hyderabad,Cobalt Sulphate,884,Leads Generated
Karan Group Refineries,Coimbatore,Lithium Carbonate,1825,Contacted
D’Alia-Batta Refineries,Kochi,Nickel Sulphate,2005,Contacted
"Ramaswamy, Warrior and Murthy Refineries",Kochi,Manganese Sulphate,3220,Contacted
"Dara, Dara and Murthy Refineries",Kochi,Manganese Sulphate,3700,Sample Requested
Bhatt Group Refineries,Coimbatore,Lithium Carbonate,2018,Contacted
Luthra-Pau Refineries,Hyderabad,Lithium Carbonate,2594,Contacted
"Mohan, Pradhan and Choudhury Refineries",Kochi,Manganese Sulphate,3384,Contacted
Goyal-Kakar Refineries,Coimbatore,Manganese Sulphate,4325,Sample Requested
Parikh LLC Refineries,Bengaluru,Manganese Sulphate,4549,Leads Generated
"Palla, Din and Babu Refineries",Bengaluru,Lithium Carbonate,4654,Contacted
Mital Group Refineries,Chennai,Nickel Sulphate,4074,Discussion Stage
"Rana, Sood and Viswanathan Refineries",Coimbatore,Lithium Carbonate,4958,LOI Received
Pal Ltd Refineries,Kochi,Cobalt Sulphate,2229,Leads Generated
"Srivastava, Vora and Sengupta Refineries",Coimbatore,Lithium Carbonate,2572,Leads Generated
Deshmukh-Samra Refineries,Bengaluru,Lithium Carbonate,1478,Contacted
"Bumb, Mane and Tank Refineries",Kochi,Manganese Sulphate,2145,Leads Generated
Parekh Inc Refineries,Kochi,Manganese Sulphate,3147,Sample Requested
"Dayal, Dhar and Acharya Refineries",Hosur,Nickel Sulphate,2402,Contacted
"Acharya, Bhasin and Bassi Refineries",Kochi,Manganese Sulphate,4090,Contacted
Munshi-Bath Refineries,Bengaluru,Lithium Carbonate,997,Contacted
Grewal and Sons Refineries,Coimbatore,Nickel Sulphate,3231,Leads Generated
Puri Group Refineries,Bengaluru,Nickel Sulphate,956,Contacted
"Anne, Basak and Gola Refineries",Kochi,Lithium Carbonate,4495,Leads Generated
"Chaudry, Mann and Bhagat Refineries",Kochi,Lithium Carbonate,2361,Contacted
Guha Inc Refineries,Bengaluru,Lithium Carbonate,1030,Leads Generated
Madan-Rana Refineries,Kochi,Cobalt Sulphate,1342,Leads Generated
Hayre Inc Refineries,Hyderabad,Lithium Carbonate,992,Contacted
"Kaul, Shenoy and Tiwari Refineries",Visakhapatnam,Nickel Sulphate,4308,Contacted
Mane-Mahal Refineries,Hyderabad,Lithium Carbonate,712,Discussion Stage
Dugar PLC Refineries,Kochi,Cobalt Sulphate,1031,Contacted
"Minhas, Tella and Prakash Refineries",Kochi,Cobalt Sulphate,2761,Discussion Stage
"Dasgupta, Tank and Suresh Refineries",Coimbatore,Cobalt Sulphate,2963,Contacted
Majumdar-Gade Refineries,Coimbatore,Lithium Carbonate,2908,Leads Generated
"Singhal, Sem and Pau Refineries",Visakhapatnam,Cobalt Sulphate,2746,Sample Requested
Doctor-Gala Refineries,Hosur,Manganese Sulphate,2342,Leads Generated
Banik-Gala Refineries,Visakhapatnam,Nickel Sulphate,3876,Sample Requested
Mangal-Issac Refineries,Kochi,Manganese Sulphate,3826,Discussion Stage
Buch and Sons Refineries,Kochi,Cobalt Sulphate,4744,Leads Generated
Naik and Sons Refineries,Kochi,Manganese Sulphate,2359,Contacted
Chandran-Mistry Refineries,Hyderabad,Lithium Carbonate,2613,Sample Requested
"Minhas, Parmer and Dave Refineries",Hosur,Nickel Sulphate,1415,LOI Received
Sharma PLC Refineries,Chennai,Manganese Sulphate,743,Leads Generated
Sarraf-Comar Refineries,Hosur,Manganese Sulphate,4242,Contacted
"Pillay, Pandey and Mandal Refineries",Hosur,Cobalt Sulphate,3157,Leads Generated
Dhaliwal-Khurana Refineries,Kochi,Cobalt Sulphate,974,Sample Requested
"Chopra, Bail and Peri Refineries",Chennai,Manganese Sulphate,4792,Leads Generated
Om LLC Refineries,Kochi,Cobalt Sulphate,858,Discussion Stage
Singh Group Refineries,Hosur,Manganese Sulphate,3477,Leads Generated
Kar-Balan Refineries,Kochi,Cobalt Sulphate,3867,Contacted
"Chanda, Verma and Yohannan Refineries",Kochi,Manganese Sulphate,3057,LOI Received
"Char, Shroff and Shetty Refineries",Chennai,Cobalt Sulphate,1028,Contacted
Sarkar-Bava Refineries,Kochi,Manganese Sulphate,1683,Contacted
Cherian-Wadhwa Refineries,Visakhapatnam,Lithium Carbonate,1085,Contacted
Bhakta Ltd Refineries,Hosur,Manganese Sulphate,3122,Sample Requested
"Sen, Magar and Swaminathan Refineries",Hyderabad,Lithium Carbonate,2736,Sample Requested
Jayaraman-Sarna Refineries,Kochi,Manganese Sulphate,1688,Leads Generated
Kumer Inc Refineries,Hyderabad,Nickel Sulphate,595,Leads Generated
Khare Inc Refineries,Visakhapatnam,Manganese Sulphate,1366,Leads Generated
Golla-Taneja Refineries,Kochi,Manganese Sulphate,3081,Leads Generated
Mangat and Sons Refineries,Hyderabad,Cobalt Sulphate,3881,Leads Generated
"Bajaj, Agrawal and Patel Refineries",Bengaluru,Nickel Sulphate,3385,Contacted
"Menon, Gaba and Ganguly Refineries",Visakhapatnam,Nickel Sulphate,3478,Contacted
"Ganguly, Palla and Rai Refineries",Visakhapatnam,Cobalt Sulphate,1843,Discussion Stage
Soman Ltd Refineries,Coimbatore,Manganese Sulphate,1223,Sample Requested
"Datta, Salvi and Bansal Refineries",Hyderabad,Manganese Sulphate,4853,Leads Generated
Rana Group Refineries,Hosur,Lithium Carbonate,2351,Leads Generated
Sachar Ltd Refineries,Chennai,Lithium Carbonate,1060,Leads Generated
"D’Alia, Pillai and Deo Refineries",Visakhapatnam,Lithium Carbonate,1277,Leads Generated
"Prasad, Sura and Aggarwal Refineries",Hosur,Cobalt Sulphate,3852,Leads Generated
Krish-Dash Refineries,Bengaluru,Manganese Sulphate,3073,Sample Requested
Pandit-Sant Refineries,Coimbatore,Manganese Sulphate,4612,Leads Generated
Iyengar and Sons Refineries,Hosur,Cobalt Sulphate,3897,Sample Requested
Malhotra PLC Refineries,Chennai,Cobalt Sulphate,1572,Sample Requested
"Bakshi, Chopra and Narain Refineries",Bengaluru,Manganese Sulphate,3616,Leads Generated
Bajaj-Salvi Refineries,Hosur,Lithium Carbonate,1956,Discussion Stage
"Divan, Deol and Mitter Refineries",Hosur,Manganese Sulphate,4859,Leads Generated
"Nazareth, Kurian and Narula Refineries",Visakhapatnam,Nickel Sulphate,4804,Discussion Stage
"Bhatia, Mall and Bhattacharyya Refineries",Chennai,Manganese Sulphate,4488,Leads Generated
Garg-Naidu Refineries,Kochi,Cobalt Sulphate,4430,LOI Received
Kashyap-Mishra Refineries,Chennai,Cobalt Sulphate,4982,Leads Generated
Keer-Sarraf Refineries,Kochi,Cobalt Sulphate,4166,Sample Requested
Hayer-Pal Refineries,Kochi,Manganese Sulphate,2566,Contacted
Lata Group Refineries,Coimbatore,Manganese Sulphate,2924,Leads Generated
Srinivasan-Bhatti Refineries,Coimbatore,Lithium Carbonate,3325,Discussion Stage
Gera Ltd Refineries,Kochi,Cobalt Sulphate,4750,Leads Generated
Dayal Group Refineries,Visakhapatnam,Manganese Sulphate,596,Sample Requested
Chaudhari Inc Refineries,Coimbatore,Lithium Carbonate,2848,Contacted
"Om, Dora and Bhandari Refineries",Kochi,Lithium Carbonate,626,Leads Generated
Naik-Mann Refineries,Hosur,Nickel Sulphate,1705,LOI Received
Lala LLC Refineries,Hyderabad,Manganese Sulphate,733,Leads Generated
Bose Ltd Refineries,Chennai,Cobalt Sulphate,1841,Leads Generated
Brar-Bhalla Refineries,Coimbatore,Cobalt Sulphate,2018,Contacted
"Atwal, Kara and Mand Refineries",Visakhapatnam,Manganese Sulphate,4888,Leads Generated
"Rama, Ramakrishnan and Mani Refineries",Visakhapatnam,Nickel Sulphate,2384,Leads Generated
"Ramachandran, Murty and Bath Refineries",Hyderabad,Cobalt Sulphate,2323,Leads Generated
"Vig, Rastogi and Barad Refineries",Hyderabad,Manganese Sulphate,545,Sample Requested
Johal-Lad Refineries,Hyderabad,Nickel Sulphate,4758,Contacted
Bail-Rattan Refineries,Hyderabad,Lithium Carbonate,2788,Discussion Stage
Devan Inc Refineries,Bengaluru,Manganese Sulphate,1563,Leads Generated
Palan Ltd Refineries,Chennai,Nickel Sulphate,2045,Leads Generated
Ratti Group Refineries,Coimbatore,Manganese Sulphate,2326,Contacted
"Patil, Cherian and Krishnamurthy Refineries",Kochi,Manganese Sulphate,4112,Leads Generated
"Misra, Lalla and Dara Refineries",Hyderabad,Manganese Sulphate,2978,Leads Generated
Ghose-Dey Refineries,Visakhapatnam,Cobalt Sulphate,4316,Leads Generated
Prabhakar-Parmer Refineries,Bengaluru,Lithium Carbonate,916,Discussion Stage
Ghosh PLC Refineries,Visakhapatnam,Lithium Carbonate,4728,Contacted
"Sanghvi, Rama and Contractor Refineries",Coimbatore,Lithium Carbonate,4107,Discussion Stage
Rastogi Group Refineries,Hosur,Lithium Carbonate,4542,Sample Requested
"Sidhu, Manda and Korpal Refineries",Hyderabad,Nickel Sulphate,982,Leads Generated
Bera Ltd Refineries,Hyderabad,Manganese Sulphate,1338,Leads Generated
Chaudry-Sachdeva Refineries,Hosur,Nickel Sulphate,2949,Leads Generated
"Bir, Kant and Pathak Refineries",Coimbatore,Manganese Sulphate,811,Contacted
Wagle Ltd Refineries,Coimbatore,Lithium Carbonate,4335,LOI Received
Nayar-Pau Refineries,Hyderabad,Lithium Carbonate,1263,Contacted
Dutta-Sinha Refineries,Hosur,Nickel Sulphate,4047,Leads Generated
Dayal LLC Refineries,Kochi,Lithium Carbonate,4074,Contacted
Murthy Inc Refineries,Chennai,Lithium Carbonate,1060,LOI Received
Thakkar Ltd Refineries,Visakhapatnam,Cobalt Sulphate,1747,Leads Generated
Srinivasan Inc Refineries,Bengaluru,Cobalt Sulphate,3366,Contacted
"Lal, Master and Khare Refineries",Chennai,Lithium Carbonate,4139,Sample Requested
"Saha, Kashyap and Edwin Refineries",Hyderabad,Nickel Sulphate,4239,Sample Requested
"Bajwa, Seshadri and Basu Refineries",Chennai,Nickel Sulphate,3897,Sample Requested
Barad Ltd Refineries,Coimbatore,Lithium Carbonate,2036,Discussion Stage
"Aurora, Kala and Bhatnagar Refineries",Hosur,Lithium Carbonate,3859,Sample Requested
Apte-Swamy Refineries,Hosur,Lithium Carbonate,2955,Sample Requested
"Dutt, Sha and Menon Refineries",Bengaluru,Manganese Sulphate,1440,Contacted
"Sagar, Sood and Shetty Refineries",Coimbatore,Lithium Carbonate,4553,Leads Generated
Shere Ltd Refineries,Bengaluru,Manganese Sulphate,670,Contacted
Virk-Gola Refineries,Coimbatore,Manganese Sulphate,1922,Leads Generated
"Madan, Dyal and Dhillon Refineries",Bengaluru,Manganese Sulphate,4402,Contacted
Merchant Ltd Refineries,Hyderabad,Lithium Carbonate,4575,Contacted
Minhas Group Refineries,Hyderabad,Manganese Sulphate,2811,Contacted
"Peri, Dutta and Karnik Refineries",Coimbatore,Lithium Carbonate,2012,Leads Generated
"Minhas, Choudhury and Biswas Refineries",Chennai,Lithium Carbonate,4346,Contacted
Dhar PLC Refineries,Hosur,Nickel Sulphate,4647,Discussion Stage
Sule-Kumer Refineries,Bengaluru,Cobalt Sulphate,4121,Sample Requested
Agate Inc Refineries,Chennai,Nickel Sulphate,3750,Contacted
Kapoor-Sinha Refineries,Chennai,Lithium Carbonate,1440,Contacted
Sachar LLC Refineries,Kochi,Manganese Sulphate,4072,Leads Generated
Sabharwal-Palla Refineries,Bengaluru,Lithium Carbonate,3995,Contacted
Seshadri-Balan Refineries,Visakhapatnam,Cobalt Sulphate,3144,Discussion Stage
Behl-Shanker Refineries,Coimbatore,Lithium Carbonate,1244,Contacted
"Gade, Ghosh and Vasa Refineries",Bengaluru,Manganese Sulphate,830,Contacted
Mallick-Raj Refineries,Chennai,Lithium Carbonate,4272,Sample Requested
"Baria, Nadig and Arya Refineries",Hosur,Cobalt Sulphate,2920,Sample Requested
Keer-Mangal Refineries,Hyderabad,Nickel Sulphate,3581,Discussion Stage
Mitra LLC Refineries,Hosur,Lithium Carbonate,3411,Sample Requested
Kurian Inc Refineries,Hosur,Lithium Carbonate,1802,Leads Generated
Vasa Inc Refineries,Visakhapatnam,Manganese Sulphate,3035,Leads Generated
Chatterjee Ltd Refineries,Hosur,Cobalt Sulphate,2705,Discussion Stage
Rai Inc Refineries,Chennai,Nickel Sulphate,2128,Leads Generated
Suresh LLC Refineries,Kochi,Cobalt Sulphate,3832,Contacted
"Garde, Bhardwaj and Basu Refineries",Visakhapatnam,Manganese Sulphate,2020,Leads Generated
"Comar, Panchal and Rau Refineries",Visakhapatnam,Lithium Carbonate,4428,Leads Generated
Ghosh-Batra Refineries,Coimbatore,Lithium Carbonate,3343,Sample Requested
Sant Group Refineries,Visakhapatnam,Manganese Sulphate,1467,Leads Generated
"Ray, Rastogi and Prabhu Refineries",Visakhapatnam,Manganese Sulphate,1868,Contacted
Kaul-Modi Refineries,Kochi,Manganese Sulphate,4204,Discussion Stage
Palla-Tank Refineries,Hyderabad,Manganese Sulphate,4721,Discussion Stage
"Dara, Mittal and Pandya Refineries",Visakhapatnam,Nickel Sulphate,3419,Sample Requested
"Ratta, Zachariah and Ahuja Refineries",Visakhapatnam,Nickel Sulphate,3568,Contacted
Ratti-Rattan Refineries,Kochi,Nickel Sulphate,3695,Leads Generated
Panchal-Taneja Refineries,Hyderabad,Cobalt Sulphate,4684,Contacted
Ratti-Buch Refineries,Chennai,Lithium Carbonate,878,Contacted
Bose PLC Refineries,Visakhapatnam,Manganese Sulphate,4491,Contacted
Chad-Iyengar Refineries,Hyderabad,Cobalt Sulphate,848,Contacted
Gade and Sons Refineries,Chennai,Manganese Sulphate,550,Leads Generated
Dugar-Palla Refineries,Chennai,Nickel Sulphate,3931,Leads Generated
"Dugal, Lala and Sinha Refineries",Chennai,Lithium Carbonate,2990,Contacted
Rajan and Sons Refineries,Kochi,Manganese Sulphate,642,Discussion Stage
Sura Group Refineries,Kochi,Lithium Carbonate,524,Contacted
Bakshi-Halder Refineries,Bengaluru,Nickel Sulphate,1625,Leads Generated
Barman-Narang Refineries,Hosur,Cobalt Sulphate,4410,Contacted
Bhavsar-Memon Refineries,Visakhapatnam,Cobalt Sulphate,3565,Leads Generated
"Gupta, Kapadia and Mital Refineries",Bengaluru,Nickel Sulphate,559,Leads Generated
Bassi-Nadig Refineries,Hosur,Cobalt Sulphate,1405,Contacted
"Lalla, Sabharwal and Dey Refineries",Chennai,Nickel Sulphate,4122,Contacted
Prakash-Nigam Refineries,Visakhapatnam,Nickel Sulphate,772,Leads Generated
Raval-Chawla Refineries,Chennai,Lithium Carbonate,4293,LOI Received
Murthy-Malhotra Refineries,Visakhapatnam,Cobalt Sulphate,2187,Sample Requested
Nayar-Tak Refineries,Visakhapatnam,Lithium Carbonate,673,Leads Generated
Ganesh-Madan Refineries,Hosur,Nickel Sulphate,4052,Discussion Stage
Raja-Patil Refineries,Hosur,Nickel Sulphate,2003,Sample Requested
Mahal-Nanda Refineries,Coimbatore,Cobalt Sulphate,1397,Leads Generated
"Jha, Nair and Ratti Refineries",Chennai,Cobalt Sulphate,4506,Leads Generated
"Shanker, Sehgal and Dua Refineries",Coimbatore,Manganese Sulphate,1473,Contacted
D’Alia Group Refineries,Kochi,Lithium Carbonate,1172,Contacted
Tata-Sachdeva Refineries,Bengaluru,Nickel Sulphate,1380,Leads Generated
"Mallick, Gokhale and Sinha Refineries",Chennai,Lithium Carbonate,743,Sample Requested
"Sane, Kapoor and Johal Refineries",Hyderabad,Lithium Carbonate,4868,Sample Requested
"Bhattacharyya, Tella and Hayer Refineries",Bengaluru,Manganese Sulphate,2377,Contacted
Krishnan-Raman Refineries,Coimbatore,Lithium Carbonate,3583,Leads Generated
Shankar PLC Refineries,Hyderabad,Cobalt Sulphate,2030,Leads Generated
Ramakrishnan-Prasad Refineries,Kochi,Nickel Sulphate,3477,Leads Generated
Vasa LLC Refineries,Bengaluru,Nickel Sulphate,2718,Contacted
Chakraborty-Brahmbhatt Refineries,Visakhapatnam,Nickel Sulphate,3964,Contacted
Garg-Ghosh Refineries,Kochi,Manganese Sulphate,2647,Leads Generated
Dara-Thaman Refineries,Coimbatore,Cobalt Sulphate,2448,Contacted
"Narain, Patel and Dora Refineries",Visakhapatnam,Manganese Sulphate,3734,Leads Generated
Rout-Varkey Refineries,Hosur,Manganese Sulphate,2844,Discussion Stage
Bansal Ltd Refineries,Kochi,Lithium Carbonate,907,Discussion Stage
Malhotra-Pall Refineries,Coimbatore,Cobalt Sulphate,2357,Contacted
"Khurana, Swaminathan and Shanker Refineries",Chennai,Manganese Sulphate,2313,Discussion Stage
Wadhwa-Andra Refineries,Visakhapatnam,Lithium Carbonate,2357,Discussion Stage
Baria LLC Refineries,Visakhapatnam,Nickel Sulphate,1131,Sample Requested
Rau-Behl Refineries,Chennai,Nickel Sulphate,1683,Contacted
Badami-Sheth Refineries,Hyderabad,Nickel Sulphate,2164,Sample Requested
"Prashad, Rajan and Swaminathan Refineries",Visakhapatnam,Nickel Sulphate,1809,Discussion Stage
