Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
"Tara, Dhawan and Raj E-Waste Solutions",Visakhapatnam,Mobile Phone,554,Contacted
Tailor-Saha E-Waste Solutions,Visakhapatnam,Laptop,236,Contacted
Palan-Mukherjee E-Waste Solutions,Chennai,E-Scooter,626,Leads Generated
Kalla-Bhargava E-Waste Solutions,Kochi,E-Scooter,587,Leads Generated
"Gulati, Chakraborty and Tiwari E-Waste Solutions",Hosur,Laptop,868,Leads Generated
Anand and Sons E-Waste Solutions,Chennai,E-Scooter,782,Contacted
"Baria, Ravi and Swamy E-Waste Solutions",Visakhapatnam,EV Battery Packs,752,Leads Generated
Gill Inc E-Waste Solutions,Bengaluru,E-Scooter,381,Leads Generated
Agrawal Ltd E-Waste Solutions,Coimbatore,EV Battery Packs,451,Interested
Goda-Murthy E-Waste Solutions,Hosur,Mobile Phone,1316,LOI Received
"Mann, Jha and Bal E-Waste Solutions",Chennai,Laptop,292,Contacted
Nadkarni-Patil E-Waste Solutions,Hyderabad,E-Scooter,440,Leads Generated
Dhar Inc E-Waste Solutions,Visakhapatnam,E-Bike,1284,Contacted
"Goda, Venkatesh and Lal E-Waste Solutions",Kochi,Mobile Phone,774,Contacted
Hans-Garg E-Waste Solutions,Visakhapatnam,E-Scooter,1382,Leads Generated
Kakar-Grewal E-Waste Solutions,Chennai,E-Scooter,1456,Qualified
Rajan-Raman E-Waste Solutions,Chennai,EV Battery Packs,1316,Leads Generated
Goyal-Kanda E-Waste Solutions,Hyderabad,Laptop,1220,Interested
Korpal-Yogi E-Waste Solutions,Hosur,EV Battery Packs,317,Leads Generated
Khatri and Sons E-Waste Solutions,Kochi,E-Scooter,648,Leads Generated
Basak-Varkey E-Waste Solutions,Hosur,E-Scooter,1198,Contacted
Swamy-Kalita E-Waste Solutions,Hyderabad,Laptop,1115,Leads Generated
Prasad Inc E-Waste Solutions,Visakhapatnam,Mobile Phone,869,Leads Generated
"Lalla, Parmar and Mani E-Waste Solutions",Bengaluru,E-Scooter,805,Leads Generated
Deshpande-Agarwal E-Waste Solutions,Hyderabad,EV Battery Packs,787,Leads Generated
"Naik, Shetty and Randhawa E-Waste Solutions",Coimbatore,EV Battery Packs,1469,Qualified
Dutta Inc E-Waste Solutions,Coimbatore,Mobile Phone,501,Contacted
Wadhwa-Chad E-Waste Solutions,Chennai,EV Battery Packs,893,Leads Generated
Roy-Dar E-Waste Solutions,Hyderabad,EV Battery Packs,1230,Interested
"Sarin, Narang and Narang E-Waste Solutions",Visakhapatnam,Laptop,175,Leads Generated
Sane Ltd E-Waste Solutions,Hosur,EV Battery Packs,874,Contacted
"Vaidya, Lanka and Samra E-Waste Solutions",Visakhapatnam,Mobile Phone,794,Contacted
"Varty, Karnik and Shankar E-Waste Solutions",Coimbatore,EV Battery Packs,903,Leads Generated
Gill Ltd E-Waste Solutions,Chennai,E-Scooter,1307,Interested
Bhalla and Sons E-Waste Solutions,Coimbatore,Mobile Phone,980,Contacted
Mitra LLC E-Waste Solutions,Coimbatore,E-Bike,351,Contacted
Majumdar-Reddy E-Waste Solutions,Hosur,Laptop,514,Leads Generated
Kota Ltd E-Waste Solutions,Chennai,EV Battery Packs,1077,Leads Generated
Radhakrishnan Group E-Waste Solutions,Chennai,E-Scooter,202,Leads Generated
"Doctor, Mohan and Ramanathan E-Waste Solutions",Hyderabad,E-Bike,161,Leads Generated
"Majumdar, Keer and Nayar E-Waste Solutions",Hyderabad,E-Bike,737,Interested
"Naik, Bedi and Hora E-Waste Solutions",Bengaluru,EV Battery Packs,1117,Qualified
"Balasubramanian, Dugal and Hans E-Waste Solutions",Hyderabad,EV Battery Packs,1015,Qualified
Shankar-Srinivas E-Waste Solutions,Kochi,E-Bike,1365,Leads Generated
"Nazareth, Pillay and Gulati E-Waste Solutions",Coimbatore,EV Battery Packs,948,Leads Generated
"Shere, Bhattacharyya and Maharaj E-Waste Solutions",Hyderabad,E-Scooter,396,Leads Generated
"Radhakrishnan, Char and Pall E-Waste Solutions",Chennai,E-Scooter,493,Leads Generated
Varughese-Oak E-Waste Solutions,Kochi,EV Battery Packs,225,Qualified
"Vaidya, Issac and Sachar E-Waste Solutions",Bengaluru,Laptop,681,Interested
Krishnamurthy Group E-Waste Solutions,Chennai,EV Battery Packs,1032,Leads Generated
"Vora, Jha and Contractor E-Waste Solutions",Chennai,E-Bike,1370,Qualified
Jayaraman-Sagar E-Waste Solutions,Kochi,Mobile Phone,1220,Contacted
Varghese Ltd E-Waste Solutions,Hosur,Mobile Phone,895,Leads Generated
Bhakta LLC E-Waste Solutions,Visakhapatnam,E-Bike,1399,Contacted
Gade-Buch E-Waste Solutions,Hyderabad,Laptop,565,Leads Generated
Gandhi LLC E-Waste Solutions,Coimbatore,Mobile Phone,1179,Leads Generated
Naidu Ltd E-Waste Solutions,Hosur,EV Battery Packs,1129,Qualified
"Rao, Ganguly and De E-Waste Solutions",Chennai,E-Bike,453,Leads Generated
Dugar-Mahajan E-Waste Solutions,Kochi,E-Bike,374,Leads Generated
Kurian Group E-Waste Solutions,Chennai,Mobile Phone,1486,Contacted
Vyas Ltd E-Waste Solutions,Hosur,Laptop,760,Leads Generated
Yohannan-Dalal E-Waste Solutions,Chennai,E-Bike,517,Leads Generated
Parsa-Jha E-Waste Solutions,Coimbatore,E-Bike,1210,Leads Generated
Chana-Saha E-Waste Solutions,Chennai,E-Scooter,1337,Interested
"Swaminathan, Srinivas and Dhar E-Waste Solutions",Bengaluru,E-Scooter,172,Leads Generated
Loke-Manne E-Waste Solutions,Hosur,E-Scooter,924,Contacted
Shan-Rana E-Waste Solutions,Coimbatore,Laptop,1168,LOI Received
Gandhi-Johal E-Waste Solutions,Hyderabad,EV Battery Packs,917,Contacted
Bhalla-Patil E-Waste Solutions,Visakhapatnam,Laptop,849,Leads Generated
"Walia, Chokshi and Das E-Waste Solutions",Hyderabad,E-Scooter,622,Leads Generated
Pradhan-Kade E-Waste Solutions,Kochi,E-Scooter,376,Qualified
Prakash-Baral E-Waste Solutions,Chennai,E-Bike,419,LOI Received
"Sharma, Saini and Mody E-Waste Solutions",Bengaluru,Laptop,743,Contacted
Sunder-Guha E-Waste Solutions,Hosur,EV Battery Packs,855,Leads Generated
Pandey PLC E-Waste Solutions,Coimbatore,E-Bike,878,Leads Generated
"Dhaliwal, Zacharia and Bhat E-Waste Solutions",Bengaluru,Laptop,1176,LOI Received
Saran-Loyal E-Waste Solutions,Visakhapatnam,E-Scooter,1010,Contacted
Agrawal-Grewal E-Waste Solutions,Bengaluru,Laptop,221,Qualified
"Sagar, Ranganathan and Pingle E-Waste Solutions",Kochi,E-Bike,1256,Leads Generated
Vig-Srinivasan E-Waste Solutions,Visakhapatnam,E-Scooter,816,Leads Generated
Dewan Ltd E-Waste Solutions,Hosur,E-Scooter,1215,Leads Generated
"Bhardwaj, Rattan and Devi E-Waste Solutions",Chennai,E-Scooter,1383,Interested
Kadakia PLC E-Waste Solutions,Chennai,EV Battery Packs,1462,Qualified
Behl-Vig E-Waste Solutions,Hyderabad,E-Scooter,745,Contacted
"Borde, Deol and Barman E-Waste Solutions",Visakhapatnam,E-Bike,488,Leads Generated
"Chakrabarti, Mangal and Konda E-Waste Solutions",Hosur,E-Scooter,597,Contacted
Chahal-Karpe E-Waste Solutions,Chennai,Laptop,735,Leads Generated
Goel LLC E-Waste Solutions,Bengaluru,EV Battery Packs,1124,Contacted
"Tak, Aurora and Samra E-Waste Solutions",Hyderabad,E-Bike,753,Leads Generated
Thaker and Sons E-Waste Solutions,Bengaluru,E-Scooter,649,Leads Generated
Ramesh-Khosla E-Waste Solutions,Coimbatore,E-Scooter,268,Interested
Andra Group E-Waste Solutions,Hosur,EV Battery Packs,810,Leads Generated
Roy and Sons E-Waste Solutions,Coimbatore,Mobile Phone,604,Qualified
"Ravel, Dhar and Sarna E-Waste Solutions",Bengaluru,Mobile Phone,914,Leads Generated
Nagi Group E-Waste Solutions,Hosur,Laptop,1259,Contacted
Das and Sons E-Waste Solutions,Chennai,Laptop,1236,Contacted
Mohan LLC E-Waste Solutions,Visakhapatnam,Laptop,228,Leads Generated
Chacko and Sons E-Waste Solutions,Visakhapatnam,E-Bike,615,Interested
Chandran-Rattan E-Waste Solutions,Bengaluru,EV Battery Packs,1487,Leads Generated
Kala-Atwal E-Waste Solutions,Visakhapatnam,Mobile Phone,819,Leads Generated
"Ghosh, Seth and Balan E-Waste Solutions",Hyderabad,Laptop,383,Contacted
Sandal-Gade E-Waste Solutions,Hyderabad,E-Bike,1238,Contacted
Dhaliwal Inc E-Waste Solutions,Visakhapatnam,Mobile Phone,712,Contacted
Rajan-Srinivasan E-Waste Solutions,Hosur,Mobile Phone,665,Contacted
"Badami, Dugar and Bora E-Waste Solutions",Visakhapatnam,E-Scooter,268,Interested
Sodhi Group E-Waste Solutions,Kochi,E-Bike,1239,Leads Generated
Taneja LLC E-Waste Solutions,Kochi,Laptop,330,Qualified
Sant LLC E-Waste Solutions,Coimbatore,E-Scooter,284,Contacted
Vala-Dugar E-Waste Solutions,Visakhapatnam,E-Bike,551,Contacted
"Bora, Mitter and Garde E-Waste Solutions",Hyderabad,E-Scooter,1417,Contacted
Mahajan PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,772,LOI Received
Wali Group E-Waste Solutions,Hosur,E-Scooter,1014,Contacted
Parsa-Choudhary E-Waste Solutions,Bengaluru,EV Battery Packs,629,Leads Generated
Dalal Group E-Waste Solutions,Hosur,E-Bike,600,Interested
Nazareth-Raja E-Waste Solutions,Visakhapatnam,Mobile Phone,832,Leads Generated
Aurora PLC E-Waste Solutions,Coimbatore,E-Scooter,467,Leads Generated
"Natt, Bal and Karnik E-Waste Solutions",Coimbatore,Laptop,374,Leads Generated
"Sood, Subramanian and Golla E-Waste Solutions",Hosur,EV Battery Packs,560,Contacted
Chaudhry-Mander E-Waste Solutions,Coimbatore,E-Bike,271,Leads Generated
Biswas-Chandran E-Waste Solutions,Coimbatore,EV Battery Packs,145,Interested
Nori-Sachdeva E-Waste Solutions,Coimbatore,EV Battery Packs,411,Qualified
Mall Ltd E-Waste Solutions,Kochi,Laptop,1270,Interested
"Balan, Khosla and Sunder E-Waste Solutions",Coimbatore,Mobile Phone,869,Contacted
Subramaniam-Bedi E-Waste Solutions,Coimbatore,Mobile Phone,1144,Qualified
Doshi LLC E-Waste Solutions,Bengaluru,Laptop,574,Contacted
Natt and Sons E-Waste Solutions,Chennai,Laptop,228,Contacted
Brar-Ranganathan E-Waste Solutions,Hosur,Mobile Phone,1391,Qualified
"Sandal, Radhakrishnan and Deol E-Waste Solutions",Hyderabad,E-Scooter,1018,Leads Generated
"Narayanan, Boase and Sankaran E-Waste Solutions",Visakhapatnam,Mobile Phone,1085,Contacted
"Pillay, Ray and Khalsa E-Waste Solutions",Visakhapatnam,EV Battery Packs,1303,Leads Generated
Din-Dhawan E-Waste Solutions,Visakhapatnam,EV Battery Packs,197,Contacted
Vasa LLC E-Waste Solutions,Chennai,E-Bike,1149,Contacted
Mane-Lalla E-Waste Solutions,Hyderabad,Mobile Phone,1238,Leads Generated
Madan-Dayal E-Waste Solutions,Visakhapatnam,Laptop,246,Contacted
Raj-Pandya E-Waste Solutions,Kochi,Laptop,400,Leads Generated
"Shetty, Arora and Mutti E-Waste Solutions",Hosur,E-Scooter,301,LOI Received
Narayanan Inc E-Waste Solutions,Kochi,Laptop,1359,Qualified
Khare-Kumer E-Waste Solutions,Coimbatore,E-Scooter,143,Interested
"Vyas, Kapadia and Kale E-Waste Solutions",Bengaluru,E-Scooter,884,Contacted
Manne-Mall E-Waste Solutions,Hyderabad,Laptop,216,Qualified
Walia Ltd E-Waste Solutions,Hosur,Laptop,1028,Leads Generated
Pillay-Kari E-Waste Solutions,Visakhapatnam,E-Bike,968,Contacted
Dube Ltd E-Waste Solutions,Hyderabad,Laptop,686,Contacted
Char PLC E-Waste Solutions,Hyderabad,Laptop,293,Leads Generated
"Naik, Ahuja and Vyas E-Waste Solutions",Coimbatore,EV Battery Packs,192,Interested
"Gera, Gokhale and Balasubramanian E-Waste Solutions",Bengaluru,E-Scooter,741,Qualified
Dara PLC E-Waste Solutions,Hosur,Mobile Phone,145,Leads Generated
Oza Inc E-Waste Solutions,Hyderabad,Laptop,106,Leads Generated
Shah Ltd E-Waste Solutions,Coimbatore,Laptop,255,Interested
"Ramakrishnan, Oommen and Cherian E-Waste Solutions",Bengaluru,E-Scooter,1173,Contacted
Barad LLC E-Waste Solutions,Bengaluru,E-Scooter,785,Leads Generated
"Mitra, Halder and Chander E-Waste Solutions",Chennai,Mobile Phone,1077,Qualified
Yohannan and Sons E-Waste Solutions,Coimbatore,E-Scooter,865,Qualified
De Inc E-Waste Solutions,Bengaluru,Laptop,687,Leads Generated
Savant and Sons E-Waste Solutions,Hosur,E-Bike,158,Leads Generated
Sibal-Shan E-Waste Solutions,Chennai,E-Scooter,1353,Contacted
Dayal-Mangal E-Waste Solutions,Hosur,E-Scooter,842,LOI Received
Murthy and Sons E-Waste Solutions,Bengaluru,Mobile Phone,944,Leads Generated
Bhakta and Sons E-Waste Solutions,Visakhapatnam,EV Battery Packs,386,Contacted
Varma Group E-Waste Solutions,Kochi,Laptop,658,Leads Generated
Ganesan Inc E-Waste Solutions,Chennai,Laptop,1164,Qualified
"Narula, Vig and Karnik E-Waste Solutions",Hyderabad,Mobile Phone,261,Leads Generated
Amble-Doctor E-Waste Solutions,Chennai,E-Bike,1267,Leads Generated
Kara Group E-Waste Solutions,Hyderabad,Mobile Phone,396,Leads Generated
"Soni, Bakshi and Kannan E-Waste Solutions",Chennai,EV Battery Packs,974,Interested
Mani-Mital E-Waste Solutions,Hyderabad,E-Scooter,1495,Contacted
Desai and Sons E-Waste Solutions,Coimbatore,Mobile Phone,977,Qualified
Vaidya LLC E-Waste Solutions,Chennai,Mobile Phone,857,Leads Generated
Suresh Ltd E-Waste Solutions,Kochi,E-Scooter,350,Qualified
Yohannan-Chhabra E-Waste Solutions,Chennai,EV Battery Packs,1167,Leads Generated
"Magar, Contractor and Pant E-Waste Solutions",Chennai,E-Scooter,1489,Leads Generated
Apte Inc E-Waste Solutions,Chennai,E-Bike,433,Qualified
Baria-Ramanathan E-Waste Solutions,Chennai,Laptop,523,Qualified
"Dalal, Pandit and Baria E-Waste Solutions",Chennai,E-Scooter,184,Leads Generated
Majumdar-Madan E-Waste Solutions,Hosur,EV Battery Packs,1085,Qualified
Mann-Kalita E-Waste Solutions,Hyderabad,E-Scooter,1230,Leads Generated
Lall Group E-Waste Solutions,Hyderabad,E-Bike,697,Leads Generated
Rama-Agate E-Waste Solutions,Hyderabad,Mobile Phone,429,Leads Generated
Rana-Roy E-Waste Solutions,Chennai,EV Battery Packs,1334,Contacted
"Mandal, Oza and Chahal E-Waste Solutions",Chennai,EV Battery Packs,244,Interested
"Dasgupta, Shah and Kant E-Waste Solutions",Hosur,Mobile Phone,1434,Contacted
Dey Group E-Waste Solutions,Hosur,Laptop,1363,Contacted
Dhar and Sons E-Waste Solutions,Chennai,E-Bike,831,LOI Received
Golla and Sons E-Waste Solutions,Coimbatore,EV Battery Packs,851,Leads Generated
Bhatti Inc E-Waste Solutions,Coimbatore,E-Scooter,1153,Contacted
Gill-Sengupta E-Waste Solutions,Visakhapatnam,E-Scooter,413,LOI Received
Naik-Sachdeva E-Waste Solutions,Hyderabad,Laptop,188,Leads Generated
Dyal-Sekhon E-Waste Solutions,Kochi,E-Scooter,1321,Leads Generated
Nanda Ltd E-Waste Solutions,Visakhapatnam,Laptop,228,Leads Generated
Muni-Shanker E-Waste Solutions,Hosur,E-Bike,1002,Qualified
Wadhwa-Sabharwal E-Waste Solutions,Bengaluru,Laptop,1477,Leads Generated
"Kant, Kaul and Kumer E-Waste Solutions",Kochi,Laptop,741,Qualified
"Gala, Varty and Agate E-Waste Solutions",Visakhapatnam,E-Scooter,495,Contacted
Buch-Barad E-Waste Solutions,Hyderabad,EV Battery Packs,1073,Interested
Pai Ltd E-Waste Solutions,Hosur,EV Battery Packs,154,Interested
Gera-Memon E-Waste Solutions,Chennai,E-Scooter,979,Contacted
"Sarraf, Kuruvilla and Gade E-Waste Solutions",Hosur,Laptop,878,Interested
Shan Ltd E-Waste Solutions,Kochi,E-Bike,1083,Leads Generated
Dayal-Om E-Waste Solutions,Kochi,EV Battery Packs,544,Leads Generated
Minhas-Sankaran E-Waste Solutions,Hyderabad,Mobile Phone,442,Contacted
"Garg, Master and Ranganathan E-Waste Solutions",Hosur,E-Bike,707,Contacted
Chada-Chaudhari E-Waste Solutions,Hosur,EV Battery Packs,835,LOI Received
Pillai PLC E-Waste Solutions,Hyderabad,EV Battery Packs,643,Leads Generated
Oommen-Madan E-Waste Solutions,Coimbatore,E-Bike,1169,Leads Generated
"Dada, Chacko and Savant E-Waste Solutions",Bengaluru,Laptop,1074,Interested
Sen and Sons E-Waste Solutions,Coimbatore,E-Scooter,279,Contacted
Pillai Ltd E-Waste Solutions,Chennai,E-Bike,1358,Leads Generated
Varghese-Sharaf E-Waste Solutions,Chennai,Mobile Phone,419,Qualified
Mand Group E-Waste Solutions,Bengaluru,E-Bike,1090,Leads Generated
Chhabra Ltd E-Waste Solutions,Hyderabad,E-Bike,131,Contacted
Kumar PLC E-Waste Solutions,Chennai,Mobile Phone,131,Contacted
Sabharwal-Sahni E-Waste Solutions,Hosur,E-Scooter,1129,Contacted
Char-Sinha E-Waste Solutions,Hyderabad,Mobile Phone,164,Qualified
Sharma-Dasgupta E-Waste Solutions,Coimbatore,E-Bike,237,Leads Generated
Kala-Sur E-Waste Solutions,Hyderabad,E-Scooter,994,Leads Generated
Jhaveri Ltd E-Waste Solutions,Bengaluru,Laptop,1149,Leads Generated
"Mall, Kanda and Bath E-Waste Solutions",Bengaluru,EV Battery Packs,1393,Qualified
"Devi, Biswas and Iyengar E-Waste Solutions",Hyderabad,E-Bike,103,Interested
Mukhopadhyay-Mall E-Waste Solutions,Visakhapatnam,E-Scooter,699,Leads Generated
"Char, Tripathi and Krishnamurthy E-Waste Solutions",Hosur,E-Bike,1130,Leads Generated
"Dutta, Nazareth and Gaba E-Waste Solutions",Bengaluru,E-Bike,238,Leads Generated
Lad-Bora E-Waste Solutions,Chennai,Laptop,386,Interested
"Pillai, Kunda and Pillai E-Waste Solutions",Chennai,EV Battery Packs,500,Contacted
Barad-Vaidya E-Waste Solutions,Chennai,EV Battery Packs,431,Contacted
"Karan, Venkatesh and Jain E-Waste Solutions",Kochi,Laptop,594,Contacted
Misra-Dutta E-Waste Solutions,Visakhapatnam,EV Battery Packs,1044,LOI Received
Bava-Chaudhuri E-Waste Solutions,Coimbatore,E-Bike,1351,Leads Generated
"Rau, Datta and Khare E-Waste Solutions",Kochi,E-Bike,1447,Contacted
Manda-Chauhan E-Waste Solutions,Visakhapatnam,E-Bike,471,Qualified
"Samra, Brar and Kapoor E-Waste Solutions",Hosur,Laptop,982,Contacted
Patla Ltd E-Waste Solutions,Bengaluru,Mobile Phone,213,Contacted
Modi-Yadav E-Waste Solutions,Chennai,Laptop,883,Contacted
Dube-Kadakia E-Waste Solutions,Bengaluru,Mobile Phone,164,Qualified
Bajaj-Apte E-Waste Solutions,Bengaluru,E-Bike,623,Contacted
Brahmbhatt PLC E-Waste Solutions,Chennai,EV Battery Packs,1024,Interested
"Dugar, Kapur and Purohit E-Waste Solutions",Visakhapatnam,EV Battery Packs,145,Qualified
Talwar LLC E-Waste Solutions,Visakhapatnam,Laptop,437,Contacted
"Chadha, Balan and Dada E-Waste Solutions",Chennai,Mobile Phone,1177,Contacted
"Pradhan, Sachdev and Dugar E-Waste Solutions",Bengaluru,EV Battery Packs,353,Leads Generated
Merchant-Lad E-Waste Solutions,Hosur,E-Scooter,1216,Interested
Mital-Murthy E-Waste Solutions,Hyderabad,E-Scooter,1316,Interested
"Palla, Goel and Sampath E-Waste Solutions",Kochi,Mobile Phone,600,Leads Generated
Ramanathan-Wali E-Waste Solutions,Kochi,Mobile Phone,397,Leads Generated
Sekhon PLC E-Waste Solutions,Bengaluru,Laptop,731,LOI Received
"Deshmukh, Jhaveri and Saraf E-Waste Solutions",Bengaluru,E-Bike,953,Leads Generated
Raju-Chopra E-Waste Solutions,Visakhapatnam,E-Bike,1139,Contacted
Acharya Ltd E-Waste Solutions,Chennai,Mobile Phone,400,Contacted
"Mistry, Chokshi and Master E-Waste Solutions",Kochi,Laptop,279,Qualified
Sama-Walia E-Waste Solutions,Hosur,Laptop,1461,Contacted
Grewal Inc E-Waste Solutions,Bengaluru,EV Battery Packs,528,Contacted
Sahni Ltd E-Waste Solutions,Coimbatore,Laptop,1061,Qualified
Sinha Inc E-Waste Solutions,Hyderabad,E-Scooter,1233,Leads Generated
Kaur Ltd E-Waste Solutions,Hosur,Laptop,195,Interested
Dixit and Sons E-Waste Solutions,Coimbatore,E-Scooter,1252,Qualified
Padmanabhan Ltd E-Waste Solutions,Hyderabad,E-Bike,1041,Leads Generated
"Devi, Kadakia and Krishnamurthy E-Waste Solutions",Kochi,E-Bike,155,Leads Generated
"Sandhu, Dani and Sibal E-Waste Solutions",Visakhapatnam,E-Scooter,454,Leads Generated
"Pant, Raj and De E-Waste Solutions",Kochi,E-Scooter,666,Leads Generated
Pillai-Mani E-Waste Solutions,Chennai,E-Bike,701,Leads Generated
"Wali, Agate and Bajaj E-Waste Solutions",Chennai,Laptop,1278,Leads Generated
Sagar-Gupta E-Waste Solutions,Visakhapatnam,Mobile Phone,435,Contacted
Hayre-Varghese E-Waste Solutions,Kochi,Mobile Phone,555,Leads Generated
Choudhary LLC E-Waste Solutions,Bengaluru,Mobile Phone,1148,Qualified
Murthy Group E-Waste Solutions,Hyderabad,E-Bike,614,Contacted
Majumdar-Sanghvi E-Waste Solutions,Coimbatore,Laptop,169,Interested
Edwin-Rajan E-Waste Solutions,Coimbatore,Laptop,1338,LOI Received
"Maharaj, Mani and Taneja E-Waste Solutions",Kochi,Laptop,1487,Leads Generated
Nagi and Sons E-Waste Solutions,Coimbatore,Mobile Phone,537,Qualified
Kapur and Sons E-Waste Solutions,Bengaluru,Laptop,471,Qualified
Kurian-Sibal E-Waste Solutions,Hyderabad,Mobile Phone,153,Contacted
"Tandon, Gill and Varma E-Waste Solutions",Chennai,E-Bike,553,Qualified
"Bhavsar, Jha and Atwal E-Waste Solutions",Bengaluru,Mobile Phone,977,Leads Generated
"Vig, Chakraborty and Bajwa E-Waste Solutions",Coimbatore,EV Battery Packs,562,Qualified
Sastry and Sons E-Waste Solutions,Chennai,E-Bike,1227,Qualified
Dugar and Sons E-Waste Solutions,Hyderabad,Mobile Phone,398,Interested
"Raghavan, Tailor and Kaul E-Waste Solutions",Kochi,Mobile Phone,1072,Contacted
Manda-Saini E-Waste Solutions,Hyderabad,Laptop,988,Leads Generated
Dube-Raja E-Waste Solutions,Hyderabad,E-Scooter,150,Contacted
"Sandal, Vaidya and Subramanian E-Waste Solutions",Coimbatore,E-Bike,983,Leads Generated
Sridhar Group E-Waste Solutions,Hosur,Laptop,550,Leads Generated
Tella and Sons E-Waste Solutions,Coimbatore,Mobile Phone,696,Interested
Buch-Gour E-Waste Solutions,Bengaluru,Laptop,141,Qualified
Ranganathan LLC E-Waste Solutions,Hyderabad,E-Bike,522,Leads Generated
"Rajagopal, Chahal and Mahajan E-Waste Solutions",Hyderabad,E-Scooter,659,Interested
Bahri Ltd E-Waste Solutions,Coimbatore,EV Battery Packs,799,Qualified
Shah LLC E-Waste Solutions,Hyderabad,E-Scooter,183,Interested
Chacko-Bali E-Waste Solutions,Chennai,E-Scooter,1143,Leads Generated
"Kapadia, Mukhopadhyay and Mander E-Waste Solutions",Coimbatore,EV Battery Packs,1463,Qualified
Dhillon-Bakshi E-Waste Solutions,Coimbatore,Mobile Phone,394,Leads Generated
Yadav Group E-Waste Solutions,Bengaluru,EV Battery Packs,424,LOI Received
"Sharma, Minhas and Nagar E-Waste Solutions",Hosur,EV Battery Packs,1222,Leads Generated
